Neuron NPO,Completeness,Missing Nodes,Missing Node Name,Missing Edges,Missing Edge Name,Missing Segments,Missing Segment Name,Rendered Edges,Rendered Edge Name
ilxtr:sparc-nlp/mmset1/11,missing,"('ILX:0793699', ())
('ILX:0793336', ())
('ILX:0793700', ())
('ILX:0793698', ())
('ILX:0793335', ())
('ILX:0793697', ())
('ILX:0793618', ())
('UBERON:0002441', ())
('ILX:0793701', ())
('ILX:0793619', ())
('ILX:0793617', ())","('Intermediolateral nucleus of fourth thoracic segment', ())
('T6 sympathetic chain', ())
('Intermediolateral nucleus of fifth thoracic segment', ())
('Intermediolateral nucleus of third thoracic segment', ())
('T5 sympathetic chain', ())
('Intermediolateral nucleus of second thoracic segment', ())
('T3 sympathetic chain', ())
('cervicothoracic ganglion', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('T4 sympathetic chain', ())
('T2 sympathetic chain', ())","(('ILX:0793210', ()), ('ILX:0793701', ()))
(('ILX:0793210', ()), ('ILX:0793697', ()))
(('ILX:0793335', ()), ('ILX:0793211', ()))
(('ILX:0793208', ()), ('ILX:0793698', ()))
(('ILX:0793336', ()), ('ILX:0786722', ()))
(('ILX:0793618', ()), ('ILX:0793211', ()))
(('ILX:0793209', ()), ('ILX:0793701', ()))
(('ILX:0793212', ()), ('ILX:0793699', ()))
(('ILX:0793211', ()), ('ILX:0793701', ()))
(('ILX:0793209', ()), ('ILX:0793697', ()))
(('ILX:0793211', ()), ('ILX:0793697', ()))
(('ILX:0793209', ()), ('ILX:0793699', ()))
(('ILX:0793211', ()), ('ILX:0793699', ()))
(('ILX:0793208', ()), ('ILX:0793619', ()))
(('ILX:0793212', ()), ('ILX:0793698', ()))
(('ILX:0793335', ()), ('ILX:0793212', ()))
(('ILX:0793619', ()), ('ILX:0793211', ()))
(('ILX:0793208', ()), ('ILX:0793618', ()))
(('ILX:0793208', ()), ('ILX:0793335', ()))
(('ILX:0793336', ()), ('UBERON:0002441', ()))
(('ILX:0793336', ()), ('ILX:0786141', ()))
(('ILX:0793336', ()), ('ILX:0786272', ()))
(('ILX:0793335', ()), ('ILX:0793209', ()))
(('ILX:0793335', ()), ('ILX:0793210', ()))
(('ILX:0793336', ()), ('ILX:0786228', ()))
(('ILX:0793210', ()), ('ILX:0793700', ()))
(('ILX:0793208', ()), ('ILX:0793336', ()))
(('ILX:0793619', ()), ('UBERON:0002441', ()))
(('ILX:0793618', ()), ('ILX:0793212', ()))
(('ILX:0793335', ()), ('ILX:0786722', ()))
(('ILX:0793618', ()), ('ILX:0793209', ()))
(('ILX:0793618', ()), ('ILX:0793210', ()))
(('ILX:0793619', ()), ('ILX:0793212', ()))
(('ILX:0793209', ()), ('ILX:0793700', ()))
(('ILX:0793208', ()), ('ILX:0793701', ()))
(('ILX:0793211', ()), ('ILX:0793700', ()))
(('ILX:0793210', ()), ('ILX:0793699', ()))
(('ILX:0793208', ()), ('ILX:0793697', ()))
(('ILX:0793208', ()), ('ILX:0793699', ()))
(('ILX:0793619', ()), ('ILX:0793209', ()))
(('ILX:0793619', ()), ('ILX:0793210', ()))
(('ILX:0793618', ()), ('ILX:0786722', ()))
(('ILX:0793210', ()), ('ILX:0793698', ()))
(('ILX:0793617', ()), ('ILX:0793211', ()))
(('ILX:0793335', ()), ('ILX:0786141', ()))
(('ILX:0793335', ()), ('UBERON:0002441', ()))
(('ILX:0793335', ()), ('ILX:0786272', ()))
(('ILX:0793335', ()), ('ILX:0786228', ()))
(('ILX:0793619', ()), ('ILX:0786722', ()))
(('ILX:0793212', ()), ('ILX:0793701', ()))
(('ILX:0793617', ()), ('ILX:0786141', ()))
(('ILX:0793617', ()), ('UBERON:0002441', ()))
(('ILX:0793336', ()), ('ILX:0793211', ()))
(('ILX:0793617', ()), ('ILX:0786272', ()))
(('ILX:0793212', ()), ('ILX:0793697', ()))
(('ILX:0793617', ()), ('ILX:0786228', ()))
(('ILX:0793618', ()), ('ILX:0786141', ()))
(('ILX:0793618', ()), ('UBERON:0002441', ()))
(('ILX:0793618', ()), ('ILX:0786272', ()))
(('ILX:0793209', ()), ('ILX:0793698', ()))
(('ILX:0793211', ()), ('ILX:0793698', ()))
(('ILX:0793618', ()), ('ILX:0786228', ()))
(('ILX:0793617', ()), ('ILX:0793212', ()))
(('ILX:0793208', ()), ('ILX:0793700', ()))
(('ILX:0793619', ()), ('ILX:0786141', ()))
(('ILX:0793619', ()), ('ILX:0786272', ()))
(('ILX:0793617', ()), ('ILX:0793209', ()))
(('ILX:0793617', ()), ('ILX:0793210', ()))
(('ILX:0793619', ()), ('ILX:0786228', ()))
(('ILX:0793336', ()), ('ILX:0793212', ()))
(('ILX:0793617', ()), ('ILX:0786722', ()))
(('ILX:0793208', ()), ('ILX:0793617', ()))
(('ILX:0793336', ()), ('ILX:0793209', ()))
(('ILX:0793336', ()), ('ILX:0793210', ()))
(('ILX:0793212', ()), ('ILX:0793700', ()))","(('white communicating ramus of fourth thoracic spinal nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('white communicating ramus of fourth thoracic spinal nerve', ()), ('Intermediolateral nucleus of second thoracic segment', ()))
(('T5 sympathetic chain', ()), ('white communicating ramus of fifth thoracic spinal nerve', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('Intermediolateral nucleus of third thoracic segment', ()))
(('T6 sympathetic chain', ()), ('Third thoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('white communicating ramus of fifth thoracic spinal nerve', ()))
(('white communicating ramus of third thoracic spinal nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('white communicating ramus of sixth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('white communicating ramus of fifth thoracic spinal nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('white communicating ramus of third thoracic spinal nerve', ()), ('Intermediolateral nucleus of second thoracic segment', ()))
(('white communicating ramus of fifth thoracic spinal nerve', ()), ('Intermediolateral nucleus of second thoracic segment', ()))
(('white communicating ramus of third thoracic spinal nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('white communicating ramus of fifth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('T4 sympathetic chain', ()))
(('white communicating ramus of sixth thoracic spinal nerve', ()), ('Intermediolateral nucleus of third thoracic segment', ()))
(('T5 sympathetic chain', ()), ('white communicating ramus of sixth thoracic spinal nerve', ()))
(('T4 sympathetic chain', ()), ('white communicating ramus of fifth thoracic spinal nerve', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('T3 sympathetic chain', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('T5 sympathetic chain', ()))
(('T6 sympathetic chain', ()), ('cervicothoracic ganglion', ()))
(('T6 sympathetic chain', ()), ('Fifth thoracic ganglion', ()))
(('T6 sympathetic chain', ()), ('Fourth thoracic ganglion', ()))
(('T5 sympathetic chain', ()), ('white communicating ramus of third thoracic spinal nerve', ()))
(('T5 sympathetic chain', ()), ('white communicating ramus of fourth thoracic spinal nerve', ()))
(('T6 sympathetic chain', ()), ('Second thoracic ganglion', ()))
(('white communicating ramus of fourth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('T6 sympathetic chain', ()))
(('T4 sympathetic chain', ()), ('cervicothoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('white communicating ramus of sixth thoracic spinal nerve', ()))
(('T5 sympathetic chain', ()), ('Third thoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('white communicating ramus of third thoracic spinal nerve', ()))
(('T3 sympathetic chain', ()), ('white communicating ramus of fourth thoracic spinal nerve', ()))
(('T4 sympathetic chain', ()), ('white communicating ramus of sixth thoracic spinal nerve', ()))
(('white communicating ramus of third thoracic spinal nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('white communicating ramus of fifth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('white communicating ramus of fourth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('Intermediolateral nucleus of second thoracic segment', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('Intermediolateral nucleus of fourth thoracic segment', ()))
(('T4 sympathetic chain', ()), ('white communicating ramus of third thoracic spinal nerve', ()))
(('T4 sympathetic chain', ()), ('white communicating ramus of fourth thoracic spinal nerve', ()))
(('T3 sympathetic chain', ()), ('Third thoracic ganglion', ()))
(('white communicating ramus of fourth thoracic spinal nerve', ()), ('Intermediolateral nucleus of third thoracic segment', ()))
(('T2 sympathetic chain', ()), ('white communicating ramus of fifth thoracic spinal nerve', ()))
(('T5 sympathetic chain', ()), ('Fifth thoracic ganglion', ()))
(('T5 sympathetic chain', ()), ('cervicothoracic ganglion', ()))
(('T5 sympathetic chain', ()), ('Fourth thoracic ganglion', ()))
(('T5 sympathetic chain', ()), ('Second thoracic ganglion', ()))
(('T4 sympathetic chain', ()), ('Third thoracic ganglion', ()))
(('white communicating ramus of sixth thoracic spinal nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('T2 sympathetic chain', ()), ('Fifth thoracic ganglion', ()))
(('T2 sympathetic chain', ()), ('cervicothoracic ganglion', ()))
(('T6 sympathetic chain', ()), ('white communicating ramus of fifth thoracic spinal nerve', ()))
(('T2 sympathetic chain', ()), ('Fourth thoracic ganglion', ()))
(('white communicating ramus of sixth thoracic spinal nerve', ()), ('Intermediolateral nucleus of second thoracic segment', ()))
(('T2 sympathetic chain', ()), ('Second thoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('Fifth thoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('cervicothoracic ganglion', ()))
(('T3 sympathetic chain', ()), ('Fourth thoracic ganglion', ()))
(('white communicating ramus of third thoracic spinal nerve', ()), ('Intermediolateral nucleus of third thoracic segment', ()))
(('white communicating ramus of fifth thoracic spinal nerve', ()), ('Intermediolateral nucleus of third thoracic segment', ()))
(('T3 sympathetic chain', ()), ('Second thoracic ganglion', ()))
(('T2 sympathetic chain', ()), ('white communicating ramus of sixth thoracic spinal nerve', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('T4 sympathetic chain', ()), ('Fifth thoracic ganglion', ()))
(('T4 sympathetic chain', ()), ('Fourth thoracic ganglion', ()))
(('T2 sympathetic chain', ()), ('white communicating ramus of third thoracic spinal nerve', ()))
(('T2 sympathetic chain', ()), ('white communicating ramus of fourth thoracic spinal nerve', ()))
(('T4 sympathetic chain', ()), ('Second thoracic ganglion', ()))
(('T6 sympathetic chain', ()), ('white communicating ramus of sixth thoracic spinal nerve', ()))
(('T2 sympathetic chain', ()), ('Third thoracic ganglion', ()))
(('white communicating ramus of second thoracic spinal nerve', ()), ('T2 sympathetic chain', ()))
(('T6 sympathetic chain', ()), ('white communicating ramus of third thoracic spinal nerve', ()))
(('T6 sympathetic chain', ()), ('white communicating ramus of fourth thoracic spinal nerve', ()))
(('white communicating ramus of sixth thoracic spinal nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/3,missing,"('UBERON:0002059', ())
('UBERON:0002149', ())
('UBERON:0009675', ())
('UBERON:0001647', ())
('UBERON:0003721', ())","('submandibular ganglion', ())
('superior salivatory nucleus', ())
('chorda tympani branch of facial nerve', ())
('facial nerve', ())
('lingual nerve', ())","(('UBERON:0009675', ()), ('UBERON:0003721', ()))
(('UBERON:0003721', ()), ('UBERON:0002059', ()))
(('UBERON:0001647', ()), ('UBERON:0009675', ()))
(('UBERON:0001647', ()), ('UBERON:0002149', ()))","(('chorda tympani branch of facial nerve', ()), ('lingual nerve', ()))
(('lingual nerve', ()), ('submandibular ganglion', ()))
(('facial nerve', ()), ('chorda tympani branch of facial nerve', ()))
(('facial nerve', ()), ('superior salivatory nucleus', ()))",,,,
ilxtr:sparc-nlp/prostate/18,missing,"('UBERON:0000428', ())
('UBERON:0011929', ())","('prostate epithelium', ())
('postganglionic parasympathetic fiber', ())","(('UBERON:0011929', ()), ('UBERON:0016508', ()))
(('UBERON:0011929', ()), ('UBERON:0000428', ()))","(('postganglionic parasympathetic fiber', ()), ('pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('prostate epithelium', ()))",,,,
ilxtr:sparc-nlp/semves/4,missing,"('ILX:0793884', ())
('UBERON:0004805', ())
('ILX:0793823', ())
('UBERON:0011929', ())","('first accessory pelvic ganglion', ())
('seminal vesicle epithelium', ())
('major pelvic ganglion', ())
('postganglionic parasympathetic fiber', ())","(('UBERON:0011929', ()), ('ILX:0793884', ()))
(('ILX:0793823', ()), ('ILX:0793884', ()))
(('UBERON:0011929', ()), ('UBERON:0004805', ()))","(('postganglionic parasympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('seminal vesicle epithelium', ()))",,,,
ilxtr:sparc-nlp/prostate/16,missing,"('UBERON:0011926', ())
('UBERON:0004243', ())","('postganglionic sympathetic fiber', ())
('prostate gland smooth muscle', ())","(('UBERON:0011926', ()), ('UBERON:0016508', ()))
(('UBERON:0011926', ()), ('UBERON:0004243', ()))","(('postganglionic sympathetic fiber', ()), ('pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('prostate gland smooth muscle', ()))",,,,
ilxtr:sparc-nlp/semves/4a,missing,"('ILX:0793884', ())
('UBERON:0004665', ())
('ILX:0793823', ())
('UBERON:0011929', ())","('first accessory pelvic ganglion', ())
('muscular coat of seminal vesicle', ())
('major pelvic ganglion', ())
('postganglionic parasympathetic fiber', ())","(('ILX:0793823', ()), ('ILX:0793884', ()))
(('UBERON:0011929', ()), ('ILX:0793884', ()))
(('UBERON:0011929', ()), ('UBERON:0004665', ()))","(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('muscular coat of seminal vesicle', ()))",,,,
ilxtr:sparc-nlp/prostate/14,missing,"('ILX:0793823', ())
('UBERON:0000428', ())
('UBERON:0011929', ())","('major pelvic ganglion', ())
('prostate epithelium', ())
('postganglionic parasympathetic fiber', ())","(('UBERON:0011929', ()), ('ILX:0793823', ()))
(('UBERON:0011929', ()), ('UBERON:0000428', ()))","(('postganglionic parasympathetic fiber', ()), ('major pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('prostate epithelium', ()))",,,,
ilxtr:sparc-nlp/prostate/12,missing,"('UBERON:0011926', ())
('ILX:0793823', ())
('UBERON:0004243', ())","('postganglionic sympathetic fiber', ())
('major pelvic ganglion', ())
('prostate gland smooth muscle', ())","(('UBERON:0011926', ()), ('ILX:0793823', ()))
(('UBERON:0011926', ()), ('UBERON:0004243', ()))","(('postganglionic sympathetic fiber', ()), ('major pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('prostate gland smooth muscle', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/1,missing,"('UBERON:0002058', ())
('UBERON:0002141', ())
('UBERON:0001643', ())","('main ciliary ganglion', ())
('parvocellular oculomotor nucleus', ())
('oculomotor nerve', ())","(('UBERON:0001643', ()), ('UBERON:0002058', ()))
(('UBERON:0001643', ()), ('UBERON:0002141', ()))","(('oculomotor nerve', ()), ('main ciliary ganglion', ()))
(('oculomotor nerve', ()), ('parvocellular oculomotor nucleus', ()))",,,,
ilxtr:sparc-nlp/mmset4/9,missing,"('ILX:0793832', ())
('ILX:0793821', ())
('UBERON:0035772', ())","('ovarian nerve plexus', ())
('prevertebral sympathetic ganglion in abdominal aortic plexus', ())
('aortic plexus', ())","(('UBERON:0035772', ()), ('ILX:0793832', ()))
(('ILX:0793832', ()), ('UBERON:0000992', ()))
(('UBERON:0035772', ()), ('ILX:0793821', ()))","(('aortic plexus', ()), ('ovarian nerve plexus', ()))
(('ovarian nerve plexus', ()), ('ovary', ()))
(('aortic plexus', ()), ('prevertebral sympathetic ganglion in abdominal aortic plexus', ()))",,,,
ilxtr:sparc-nlp/mmset4/8,missing,"('ILX:0793700', ())
('ILX:0793821', ())
('ILX:0793813', ())
('ILX:0793812', ())
('ILX:0793701', ())
('ILX:0793811', ())","('Intermediolateral nucleus of fifth thoracic segment', ())
('prevertebral sympathetic ganglion in abdominal aortic plexus', ())
('Intermediolateral nucleus of ninth thoracic segment', ())
('Intermediolateral nucleus of eighth thoracic segment', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('Intermediolateral nucleus of seventh thoracic segment', ())","(('UBERON:0018680', ()), ('ILX:0793812', ()))
(('UBERON:0018681', ()), ('ILX:0793811', ()))
(('UBERON:0018680', ()), ('ILX:0793701', ()))
(('UBERON:0018680', ()), ('ILX:0793811', ()))
(('ILX:0793821', ()), ('UBERON:0018681', ()))
(('UBERON:0018681', ()), ('ILX:0793700', ()))
(('UBERON:0018681', ()), ('ILX:0793813', ()))
(('UBERON:0018680', ()), ('ILX:0793700', ()))
(('UBERON:0018680', ()), ('ILX:0793821', ()))
(('UBERON:0018680', ()), ('ILX:0793813', ()))
(('UBERON:0018681', ()), ('ILX:0793812', ()))
(('UBERON:0018681', ()), ('ILX:0793701', ()))","(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('prevertebral sympathetic ganglion in abdominal aortic plexus', ()), ('lesser splanchnic nerve', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('prevertebral sympathetic ganglion in abdominal aortic plexus', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))","('UBERON:0018680', ())
('UBERON:0018681', ())","('greater splanchnic nerve', ())
('lesser splanchnic nerve', ())",,
ilxtr:sparc-nlp/mmset4/6,missing,,,"(('UBERON:0001759', ()), ('UBERON:0005363', ()))
(('UBERON:0001759', ()), ('UBERON:0009050', ()))
(('UBERON:0001759', ()), ('UBERON:0000992', ()))","(('vagus nerve', ()), ('inferior vagus X ganglion', ()))
(('vagus nerve', ()), ('nucleus of solitary tract', ()))
(('vagus nerve', ()), ('ovary', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset4/5,missing,"('ILX:0793833', ())
('ILX:0793832', ())","('ovarian nerve plexus parasympathetic ganglion', ())
('ovarian nerve plexus', ())","(('ILX:0793832', ()), ('ILX:0793833', ()))
(('ILX:0793832', ()), ('UBERON:0000992', ()))","(('ovarian nerve plexus', ()), ('ovarian nerve plexus parasympathetic ganglion', ()))
(('ovarian nerve plexus', ()), ('ovary', ()))",,,,
ilxtr:sparc-nlp/mmset4/4c,missing,"('ILX:0793833', ())
('UBERON:0035772', ())","('ovarian nerve plexus parasympathetic ganglion', ())
('aortic plexus', ())","(('UBERON:0001759', ()), ('UBERON:0002870', ()))
(('UBERON:0001759', ()), ('UBERON:0035772', ()))
(('UBERON:0035772', ()), ('ILX:0793833', ()))","(('vagus nerve', ()), ('dorsal motor nucleus of vagus nerve', ()))
(('vagus nerve', ()), ('aortic plexus', ()))
(('aortic plexus', ()), ('ovarian nerve plexus parasympathetic ganglion', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset4/4b,missing,"('ILX:0793833', ())
('UBERON:0035772', ())","('ovarian nerve plexus parasympathetic ganglion', ())
('aortic plexus', ())","(('UBERON:0001719', ()), ('UBERON:0001759', ()))
(('UBERON:0001759', ()), ('UBERON:0035772', ()))
(('UBERON:0035772', ()), ('ILX:0793833', ()))","(('nucleus ambiguus', ()), ('vagus nerve', ()))
(('vagus nerve', ()), ('aortic plexus', ()))
(('aortic plexus', ()), ('ovarian nerve plexus parasympathetic ganglion', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/semves/2a,missing,"('ILX:0793884', ())
('UBERON:0004665', ())
('UBERON:0011926', ())
('ILX:0793823', ())","('first accessory pelvic ganglion', ())
('muscular coat of seminal vesicle', ())
('postganglionic sympathetic fiber', ())
('major pelvic ganglion', ())","(('ILX:0793823', ()), ('ILX:0793884', ()))
(('UBERON:0011926', ()), ('ILX:0793884', ()))
(('UBERON:0011926', ()), ('UBERON:0004665', ()))","(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('muscular coat of seminal vesicle', ()))",,,,
ilxtr:sparc-nlp/mmset4/4a,missing,"('ILX:0793833', ())
('UBERON:0035772', ())","('ovarian nerve plexus parasympathetic ganglion', ())
('aortic plexus', ())","(('UBERON:0001759', ()), ('UBERON:0035772', ()))
(('UBERON:0001759', ()), ('UBERON:0009050', ()))
(('UBERON:0035772', ()), ('ILX:0793833', ()))","(('vagus nerve', ()), ('aortic plexus', ()))
(('vagus nerve', ()), ('nucleus of solitary tract', ()))
(('aortic plexus', ()), ('ovarian nerve plexus parasympathetic ganglion', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset4/3c,missing,"('ILX:0793823', ())
('ILX:0793807', ())
('UBERON:0002366', ())
('ILX:0793834', ())","('major pelvic ganglion', ())
('Penile cavernous nerve', ())
('bulbo-urethral gland', ())
('accessory pelvic ganglion', ())","(('ILX:0793807', ()), ('ILX:0793834', ()))
(('ILX:0793807', ()), ('ILX:0793823', ()))
(('ILX:0793807', ()), ('UBERON:0002366', ()))","(('Penile cavernous nerve', ()), ('accessory pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('major pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('bulbo-urethral gland', ()))",,,,
ilxtr:sparc-nlp/mmset1/10,missing,"('UBERON:0003962', ())
('UBERON:0018412', ())
('UBERON:0002149', ())
('ILX:0793702', ())
('UBERON:0001647', ())","('pterygopalatine ganglion', ())
('vidian nerve', ())
('superior salivatory nucleus', ())
('Greater petrosal nerve', ())
('facial nerve', ())","(('UBERON:0001647', ()), ('UBERON:0002149', ()))
(('UBERON:0018412', ()), ('UBERON:0003962', ()))
(('UBERON:0001647', ()), ('ILX:0793702', ()))
(('ILX:0793702', ()), ('UBERON:0018412', ()))","(('facial nerve', ()), ('superior salivatory nucleus', ()))
(('vidian nerve', ()), ('pterygopalatine ganglion', ()))
(('facial nerve', ()), ('Greater petrosal nerve', ()))
(('Greater petrosal nerve', ()), ('vidian nerve', ()))",,,,
ilxtr:sparc-nlp/semves/6,missing,"('UBERON:0004665', ())
('UBERON:0011926', ())","('muscular coat of seminal vesicle', ())
('postganglionic sympathetic fiber', ())","(('UBERON:0011926', ()), ('UBERON:0016508', ()))
(('UBERON:0011926', ()), ('UBERON:0004665', ()))","(('postganglionic sympathetic fiber', ()), ('pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('muscular coat of seminal vesicle', ()))",,,,
ilxtr:sparc-nlp/semves/8,missing,"('UBERON:0011929', ())","('postganglionic parasympathetic fiber', ())","(('UBERON:0011929', ()), ('UBERON:0000998', ()))
(('UBERON:0011929', ()), ('UBERON:0016508', ()))","(('postganglionic parasympathetic fiber', ()), ('seminal vesicle', ()))
(('postganglionic parasympathetic fiber', ()), ('pelvic ganglion', ()))",,,,
ilxtr:sparc-nlp/mmset4/3a,missing,"('ILX:0793807', ())
('ILX:0793834', ())
('ILX:0793823', ())
('UBERON:0004713', ())","('Penile cavernous nerve', ())
('accessory pelvic ganglion', ())
('major pelvic ganglion', ())
('corpus cavernosum penis', ())","(('ILX:0793807', ()), ('ILX:0793834', ()))
(('ILX:0793807', ()), ('ILX:0793823', ()))
(('ILX:0793807', ()), ('UBERON:0004713', ()))","(('Penile cavernous nerve', ()), ('accessory pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('major pelvic ganglion', ()))
(('Penile cavernous nerve', ()), ('corpus cavernosum penis', ()))",,,,
ilxtr:sparc-nlp/mmset4/3,missing,"('UBERON:0002014', ())
('ILX:0793803', ())
('ILX:0793806', ())
('ILX:0793807', ())
('UBERON:0004713', ())","('inferior hypogastric nerve plexus', ())
('inferior hypogastric nerve plexus ganglion', ())
('prostatic nerve plexus', ())
('Penile cavernous nerve', ())
('corpus cavernosum penis', ())","(('UBERON:0002014', ()), ('ILX:0793806', ()))
(('UBERON:0002014', ()), ('ILX:0793803', ()))
(('ILX:0793806', ()), ('ILX:0793807', ()))
(('ILX:0793807', ()), ('UBERON:0004713', ()))","(('inferior hypogastric nerve plexus', ()), ('prostatic nerve plexus', ()))
(('inferior hypogastric nerve plexus', ()), ('inferior hypogastric nerve plexus ganglion', ()))
(('prostatic nerve plexus', ()), ('Penile cavernous nerve', ()))
(('Penile cavernous nerve', ()), ('corpus cavernosum penis', ()))",,,,
ilxtr:neuron-type-splen-1,missing,,,"(('UBERON:0006453', ()), ('UBERON:0018680', ()))
(('UBERON:0018680', ()), ('ILX:0793082', ()))
(('UBERON:0018680', ()), ('UBERON:0006456', ()))
(('UBERON:0018680', ()), ('UBERON:0006454', ()))
(('UBERON:0018680', ()), ('UBERON:0006455', ()))","(('fifth thoracic spinal cord segment', ()), ('greater splanchnic nerve', ()))
(('greater splanchnic nerve', ()), ('celiac ganglion- superior mesenteric ganglion complex', ()))
(('greater splanchnic nerve', ()), ('eighth thoracic spinal cord segment', ()))
(('greater splanchnic nerve', ()), ('sixth thoracic spinal cord segment', ()))
(('greater splanchnic nerve', ()), ('seventh thoracic spinal cord segment', ()))","('UBERON:0018680', ())","('greater splanchnic nerve', ())",,
ilxtr:sparc-nlp/mmset4/12,missing,"('ILX:0793700', ())
('UBERON:0002262', ())
('ILX:0793812', ())
('ILX:0793701', ())
('ILX:0793811', ())","('Intermediolateral nucleus of fifth thoracic segment', ())
('celiac ganglion', ())
('Intermediolateral nucleus of eighth thoracic segment', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('Intermediolateral nucleus of seventh thoracic segment', ())","(('UBERON:0018680', ()), ('ILX:0793812', ()))
(('UBERON:0018680', ()), ('ILX:0793700', ()))
(('UBERON:0018680', ()), ('ILX:0793701', ()))
(('UBERON:0018680', ()), ('ILX:0793811', ()))
(('UBERON:0018680', ()), ('UBERON:0002262', ()))","(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('greater splanchnic nerve', ()), ('celiac ganglion', ()))","('UBERON:0018680', ())","('greater splanchnic nerve', ())",,
