Neuron NPO,Completeness,Missing Nodes,Missing Node Name,Missing Edges,Missing Edge Name,Missing Segments,Missing Segment Name,Rendered Edges,Rendered Edge Name
ilxtr:sparc-nlp/semves/2a,missing,"('ILX:0793823', ())
('UBERON:0004665', ())
('ILX:0793884', ())
('UBERON:0011926', ())","('major pelvic ganglion', ())
('muscular coat of seminal vesicle', ())
('first accessory pelvic ganglion', ())
('postganglionic sympathetic fiber', ())","(('UBERON:0011926', ()), ('UBERON:0004665', ()))
(('UBERON:0011926', ()), ('ILX:0793884', ()))
(('ILX:0793823', ()), ('ILX:0793884', ()))","(('postganglionic sympathetic fiber', ()), ('muscular coat of seminal vesicle', ()))
(('postganglionic sympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))",,,,
ilxtr:sparc-nlp/semves/2,missing,"('UBERON:0004805', ())
('ILX:0793823', ())
('ILX:0793884', ())
('UBERON:0011926', ())","('seminal vesicle epithelium', ())
('major pelvic ganglion', ())
('first accessory pelvic ganglion', ())
('postganglionic sympathetic fiber', ())","(('UBERON:0011926', ()), ('ILX:0793884', ()))
(('UBERON:0011926', ()), ('UBERON:0004805', ()))
(('ILX:0793823', ()), ('ILX:0793884', ()))","(('postganglionic sympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('seminal vesicle epithelium', ()))
(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))",,,,
ilxtr:sparc-nlp/mmset1/13,missing,"('ILX:0793735', ())
('UBERON:0002262', ())
('ILX:0793714', ())","('Myenteric ganglion of small intestine', ())
('celiac ganglion', ())
('Mesenteric nerve', ())","(('ILX:0793714', ()), ('ILX:0793735', ()))
(('ILX:0793714', ()), ('UBERON:0002262', ()))","(('Mesenteric nerve', ()), ('Myenteric ganglion of small intestine', ()))
(('Mesenteric nerve', ()), ('celiac ganglion', ()))",,,,
ilxtr:sparc-nlp/mmset1/14,missing,"('UBERON:0002370', ())","('thymus', ())","(('UBERON:0001759', ()), ('UBERON:0005363', ()))
(('UBERON:0001759', ()), ('UBERON:0002370', ()))","(('vagus nerve', ()), ('inferior vagus X ganglion', ()))
(('vagus nerve', ()), ('thymus', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/prostate/18,missing,"('UBERON:0000428', ())
('UBERON:0011929', ())","('prostate epithelium', ())
('postganglionic parasympathetic fiber', ())","(('UBERON:0011929', ()), ('UBERON:0016508', ()))
(('UBERON:0011929', ()), ('UBERON:0000428', ()))","(('postganglionic parasympathetic fiber', ()), ('pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('prostate epithelium', ()))",,,,
ilxtr:neuron-type-sdcol-l-prime,missing,,,"(('ILX:0793657', ('UBERON:0001158',)), ('ILX:0773760', ('UBERON:0001158',)))","(('Myenteric nerve plexus of descending colon', ('descending colon',)), ('Circular muscle layer of descending colon', ('descending colon',)))",,,,
ilxtr:neuron-type-sdcol-l,missing,,,"(('ILX:0793657', ('UBERON:0001158',)), ('ILX:0776070', ('UBERON:0001158',)))","(('Myenteric nerve plexus of descending colon', ('descending colon',)), ('Longitudinal muscle layer of descending colon', ('descending colon',)))",,,,
ilxtr:sparc-nlp/prostate/14,missing,"('UBERON:0000428', ())
('UBERON:0011929', ())
('ILX:0793823', ())","('prostate epithelium', ())
('postganglionic parasympathetic fiber', ())
('major pelvic ganglion', ())","(('UBERON:0011929', ()), ('ILX:0793823', ()))
(('UBERON:0011929', ()), ('UBERON:0000428', ()))","(('postganglionic parasympathetic fiber', ()), ('major pelvic ganglion', ()))
(('postganglionic parasympathetic fiber', ()), ('prostate epithelium', ()))",,,,
ilxtr:sparc-nlp/mmset1/1,missing,"('UBERON:0022278', ())
('UBERON:0004917', ())","('nucleus of pudendal nerve', ())
('urethral sphincter', ())","(('UBERON:0011390', ()), ('UBERON:0004917', ()))
(('UBERON:0011390', ()), ('UBERON:0022278', ()))","(('pudendal nerve', ()), ('urethral sphincter', ()))
(('pudendal nerve', ()), ('nucleus of pudendal nerve', ()))",,,,
ilxtr:sparc-nlp/prostate/12,missing,"('ILX:0793823', ())
('UBERON:0004243', ())
('UBERON:0011926', ())","('major pelvic ganglion', ())
('prostate gland smooth muscle', ())
('postganglionic sympathetic fiber', ())","(('UBERON:0011926', ()), ('UBERON:0004243', ()))
(('UBERON:0011926', ()), ('ILX:0793823', ()))","(('postganglionic sympathetic fiber', ()), ('prostate gland smooth muscle', ()))
(('postganglionic sympathetic fiber', ()), ('major pelvic ganglion', ()))",,,,
ilxtr:sparc-nlp/mmset4/9,missing,"('ILX:0793832', ())
('UBERON:0035772', ())
('ILX:0793821', ())","('ovarian nerve plexus', ())
('aortic plexus', ())
('prevertebral sympathetic ganglion in abdominal aortic plexus', ())","(('UBERON:0035772', ()), ('ILX:0793832', ()))
(('UBERON:0035772', ()), ('ILX:0793821', ()))
(('ILX:0793832', ()), ('UBERON:0000992', ()))","(('aortic plexus', ()), ('ovarian nerve plexus', ()))
(('aortic plexus', ()), ('prevertebral sympathetic ganglion in abdominal aortic plexus', ()))
(('ovarian nerve plexus', ()), ('ovary', ()))",,,,
ilxtr:sparc-nlp/mmset4/8,missing,"('ILX:0793813', ())
('ILX:0793811', ())
('ILX:0793821', ())
('ILX:0793701', ())
('ILX:0793812', ())
('ILX:0793700', ())","('Intermediolateral nucleus of ninth thoracic segment', ())
('Intermediolateral nucleus of seventh thoracic segment', ())
('prevertebral sympathetic ganglion in abdominal aortic plexus', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('Intermediolateral nucleus of eighth thoracic segment', ())
('Intermediolateral nucleus of fifth thoracic segment', ())","(('UBERON:0018680', ()), ('ILX:0793821', ()))
(('UBERON:0018680', ()), ('ILX:0793700', ()))
(('UBERON:0018680', ()), ('ILX:0793811', ()))
(('UBERON:0018681', ()), ('ILX:0793811', ()))
(('UBERON:0018680', ()), ('ILX:0793812', ()))
(('UBERON:0018681', ()), ('ILX:0793700', ()))
(('UBERON:0018681', ()), ('ILX:0793812', ()))
(('ILX:0793821', ()), ('UBERON:0018681', ()))
(('UBERON:0018680', ()), ('ILX:0793813', ()))
(('UBERON:0018681', ()), ('ILX:0793813', ()))
(('UBERON:0018680', ()), ('ILX:0793701', ()))
(('UBERON:0018681', ()), ('ILX:0793701', ()))","(('greater splanchnic nerve', ()), ('prevertebral sympathetic ganglion in abdominal aortic plexus', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('prevertebral sympathetic ganglion in abdominal aortic plexus', ()), ('lesser splanchnic nerve', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of ninth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('lesser splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))","('UBERON:0018680', ())
('UBERON:0018681', ())","('greater splanchnic nerve', ())
('lesser splanchnic nerve', ())",,
ilxtr:sparc-nlp/mmset4/6,missing,,,"(('UBERON:0001759', ()), ('UBERON:0005363', ()))
(('UBERON:0001759', ()), ('UBERON:0009050', ()))
(('UBERON:0001759', ()), ('UBERON:0000992', ()))","(('vagus nerve', ()), ('inferior vagus X ganglion', ()))
(('vagus nerve', ()), ('nucleus of solitary tract', ()))
(('vagus nerve', ()), ('ovary', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset4/4c,missing,"('ILX:0793833', ())
('UBERON:0035772', ())","('ovarian nerve plexus parasympathetic ganglion', ())
('aortic plexus', ())","(('UBERON:0001759', ()), ('UBERON:0035772', ()))
(('UBERON:0001759', ()), ('UBERON:0002870', ()))
(('UBERON:0035772', ()), ('ILX:0793833', ()))","(('vagus nerve', ()), ('aortic plexus', ()))
(('vagus nerve', ()), ('dorsal motor nucleus of vagus nerve', ()))
(('aortic plexus', ()), ('ovarian nerve plexus parasympathetic ganglion', ()))","('UBERON:0001759', ())","('vagus nerve', ())",,
ilxtr:sparc-nlp/mmset1/2,partial,"('UBERON:0001817', ())
('UBERON:0018412', ())
('UBERON:0011096', ())
('ILX:0793712', ())
('ILX:0793713', ())
('ILX:0793711', ())","('lacrimal gland', ())
('vidian nerve', ())
('lacrimal nerve', ())
('Zygomatic nerve', ())
('Deep petrosal nerve', ())
('Communicating branch of zygomatic nerve', ())","(('ILX:0793713', ()), ('UBERON:0018412', ()))
(('ILX:0793712', ()), ('ILX:0793711', ()))
(('UBERON:0011096', ()), ('UBERON:0001817', ()))
(('UBERON:0002024', ()), ('ILX:0793713', ()))
(('UBERON:0011096', ()), ('ILX:0793711', ()))
(('UBERON:0018412', ()), ('ILX:0793712', ()))","(('Deep petrosal nerve', ()), ('vidian nerve', ()))
(('Zygomatic nerve', ()), ('Communicating branch of zygomatic nerve', ()))
(('lacrimal nerve', ()), ('lacrimal gland', ()))
(('internal carotid nerve plexus', ()), ('Deep petrosal nerve', ()))
(('lacrimal nerve', ()), ('Communicating branch of zygomatic nerve', ()))
(('vidian nerve', ()), ('Zygomatic nerve', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:neuron-type-aacar-1,partial,,,"(('UBERON:0000988', ()), ('UBERON:0001891', ()))
(('UBERON:0001891', ()), ('UBERON:0001894', ()))
(('UBERON:0001894', ()), ('UBERON:0001869', ()))
(('UBERON:0001869', ()), ('UBERON:0002022', ()))","(('pons', ()), ('midbrain', ()))
(('midbrain', ()), ('diencephalon', ()))
(('diencephalon', ()), ('cerebral hemisphere', ()))
(('cerebral hemisphere', ()), ('insula', ()))",,,"(('UBERON:0001931', ()), ('UBERON:0002022', ()))
(('UBERON:0001896', ()), ('UBERON:0000988', ()))
(('UBERON:0001896', ()), ('UBERON:0009050', ()))
(('UBERON:0001931', ()), ('UBERON:0007632', ()))","(('lateral preoptic nucleus', ()), ('insula', ()))
(('medulla oblongata', ()), ('pons', ()))
(('medulla oblongata', ()), ('nucleus of solitary tract', ()))
(('lateral preoptic nucleus', ()), (""Barrington's nucleus"", ()))"
ilxtr:sparc-nlp/mmset1/3a,partial,"('UBERON:0001607', ())
('UBERON:0022302', ())
('UBERON:0011194', ())","('sphincter pupillae', ())
('short ciliary nerve', ())
('ophthalmic plexus', ())","(('UBERON:0011194', ()), ('UBERON:0022302', ()))
(('UBERON:0002024', ()), ('UBERON:0011194', ()))
(('UBERON:0022302', ()), ('UBERON:0001607', ()))","(('ophthalmic plexus', ()), ('short ciliary nerve', ()))
(('internal carotid nerve plexus', ()), ('ophthalmic plexus', ()))
(('short ciliary nerve', ()), ('sphincter pupillae', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:sparc-nlp/mmset4/1,partial,"('ILX:0793801', ())
('ILX:0793803', ())
('ILX:0793800', ())
('ILX:0793802', ())","('S3 sacral parasympathetic nucleus', ())
('inferior hypogastric nerve plexus ganglion', ())
('S2 sacral parasympathetic nucleus', ())
('S4 sacral parasympathetic nucleus', ())","(('UBERON:0018675', ()), ('ILX:0793801', ()))
(('UBERON:0018675', ()), ('ILX:0793800', ()))
(('UBERON:0018675', ()), ('ILX:0793802', ()))
(('UBERON:0018675', ()), ('ILX:0793803', ()))","(('pelvic splanchnic nerve', ()), ('S3 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('S2 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('S4 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('inferior hypogastric nerve plexus ganglion', ()))",,,"(('UBERON:0018675', ()), ('UBERON:0016508', ()))","(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))"
ilxtr:sparc-nlp/mmset4/2,partial,"('ILX:0793804', ())
('ILX:0793805', ())
('ILX:0793834', ())
('ILX:0793823', ())","('L6 parasympathetic nucleus', ())
('S1 sacral parasympathetic nucleus', ())
('accessory pelvic ganglion', ())
('major pelvic ganglion', ())","(('UBERON:0018675', ()), ('ILX:0793805', ()))
(('UBERON:0018675', ()), ('ILX:0793823', ()))
(('UBERON:0018675', ()), ('ILX:0793804', ()))
(('UBERON:0018675', ()), ('ILX:0793834', ()))","(('pelvic splanchnic nerve', ()), ('S1 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('major pelvic ganglion', ()))
(('pelvic splanchnic nerve', ()), ('L6 parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('accessory pelvic ganglion', ()))",,,"(('UBERON:0018675', ()), ('UBERON:0016508', ()))","(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))"
ilxtr:sparc-nlp/prostate/11,partial,"('ILX:0793819', ())
('ILX:0793817', ())
('ILX:0793882', ())
('UBERON:0035770', ())
('ILX:0793883', ())
('ILX:0793818', ())
('ILX:0793823', ())","('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of thirteenth thoracic segment', ())
('Dorsal gray commissure of first lumbar segment', ())
('inferior mesenteric nerve plexus', ())
('Dorsal gray commissure of second lumbar segment', ())
('Intermediolateral nucleus of first lumbar segment', ())
('major pelvic ganglion', ())","(('UBERON:0005303', ()), ('UBERON:0035770', ()))
(('UBERON:0035770', ()), ('ILX:0793882', ()))
(('UBERON:0005303', ()), ('ILX:0793823', ()))
(('UBERON:0035770', ()), ('ILX:0793818', ()))
(('UBERON:0035770', ()), ('ILX:0793819', ()))
(('UBERON:0035770', ()), ('ILX:0793817', ()))
(('UBERON:0035770', ()), ('ILX:0793883', ()))","(('hypogastric nerve', ()), ('inferior mesenteric nerve plexus', ()))
(('inferior mesenteric nerve plexus', ()), ('Dorsal gray commissure of first lumbar segment', ()))
(('hypogastric nerve', ()), ('major pelvic ganglion', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('inferior mesenteric nerve plexus', ()), ('Dorsal gray commissure of second lumbar segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/15,partial,"('ILX:0793819', ())
('ILX:0793815', ())
('ILX:0793817', ())
('UBERON:0002013', ())
('ILX:0793818', ())
('ILX:0793816', ())","('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of eleventh thoracic segment', ())
('Intermediolateral nucleus of thirteenth thoracic segment', ())
('superior hypogastric nerve plexus', ())
('Intermediolateral nucleus of first lumbar segment', ())
('Intermediolateral nucleus of twelfth thoracic segment', ())","(('UBERON:0002013', ()), ('ILX:0793818', ()))
(('UBERON:0002013', ()), ('ILX:0793819', ()))
(('UBERON:0002013', ()), ('ILX:0793817', ()))
(('UBERON:0002013', ()), ('ILX:0793815', ()))
(('UBERON:0005303', ()), ('UBERON:0016508', ()))
(('UBERON:0002013', ()), ('UBERON:0005303', ()))
(('UBERON:0002013', ()), ('ILX:0793816', ()))","(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of eleventh thoracic segment', ()))
(('hypogastric nerve', ()), ('pelvic ganglion', ()))
(('superior hypogastric nerve plexus', ()), ('hypogastric nerve', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of twelfth thoracic segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/17,partial,"('ILX:0793879', ())
('ILX:0793881', ())
('ILX:0793880', ())","('Intermediolateral nucleus of second sacral segment', ())
('Intermediolateral nucleus of fourth sacral segment', ())
('Intermediolateral nucleus of third sacral segment', ())","(('UBERON:0018675', ()), ('ILX:0793880', ()))
(('UBERON:0018675', ()), ('ILX:0793881', ()))
(('UBERON:0018675', ()), ('ILX:0793879', ()))","(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of third sacral segment', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of fourth sacral segment', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of second sacral segment', ()))",,,"(('UBERON:0018675', ()), ('UBERON:0016508', ()))","(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))"
ilxtr:sparc-nlp/prostate/25,partial,"('UBERON:0004243', ())
('UBERON:0011926', ())","('prostate gland smooth muscle', ())
('postganglionic sympathetic fiber', ())","(('UBERON:0005303', ()), ('UBERON:0005453', ()))
(('UBERON:0011926', ()), ('UBERON:0004243', ()))
(('UBERON:0005303', ()), ('UBERON:0011926', ()))","(('hypogastric nerve', ()), ('inferior mesenteric ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('prostate gland smooth muscle', ()))
(('hypogastric nerve', ()), ('postganglionic sympathetic fiber', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/26,partial,,,"(('UBERON:0018675', ()), ('UBERON:0005453', ()))
(('UBERON:0018675', ()), ('UBERON:0006461', ()))
(('UBERON:0018675', ()), ('UBERON:0006462', ()))
(('UBERON:0006460', ()), ('UBERON:0018675', ()))
(('UBERON:0018675', ()), ('ILX:0738432', ()))","(('pelvic splanchnic nerve', ()), ('inferior mesenteric ganglion', ()))
(('pelvic splanchnic nerve', ()), ('second sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('third sacral spinal cord segment', ()))
(('first sacral spinal cord segment', ()), ('pelvic splanchnic nerve', ()))
(('pelvic splanchnic nerve', ()), ('Sixth lumbar spinal cord segment', ()))",,,"((None, ()), ('UBERON:0006461', ()))
((None, ()), ('UBERON:0006460', ()))
((None, ()), ('UBERON:0006462', ()))
(('UBERON:0018675', ()), ('UBERON:0016508', ()))
(('UBERON:0016508', ()), ('UBERON:0005453', ()))
((None, ()), ('ILX:0738432', ()))","((None, ()), ('second sacral spinal cord segment', ()))
((None, ()), ('first sacral spinal cord segment', ()))
((None, ()), ('third sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))
(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))
((None, ()), ('Sixth lumbar spinal cord segment', ()))"
ilxtr:sparc-nlp/semves/1,partial,"('ILX:0793819', ())
('ILX:0793818', ())
('ILX:0793823', ())","('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of first lumbar segment', ())
('major pelvic ganglion', ())","(('UBERON:0005303', ()), ('UBERON:0005453', ()))
(('UBERON:0005453', ()), ('ILX:0793819', ()))
(('UBERON:0005453', ()), ('ILX:0793818', ()))
(('UBERON:0005303', ()), ('ILX:0793823', ()))","(('hypogastric nerve', ()), ('inferior mesenteric ganglion', ()))
(('inferior mesenteric ganglion', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('inferior mesenteric ganglion', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('hypogastric nerve', ()), ('major pelvic ganglion', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/semves/5,partial,"('ILX:0793357', ())
('UBERON:0002013', ())","('Thirteenth thoracic spinal cord segment', ())
('superior hypogastric nerve plexus', ())","(('UBERON:0002013', ()), ('UBERON:0006467', ()))
(('UBERON:0002013', ()), ('UBERON:0006450', ()))
(('UBERON:0002013', ()), ('UBERON:0006468', ()))
(('UBERON:0005303', ()), ('UBERON:0016508', ()))
(('UBERON:0002013', ()), ('ILX:0793357', ()))
(('UBERON:0002013', ()), ('UBERON:0006466', ()))
(('UBERON:0002013', ()), ('UBERON:0005303', ()))
(('UBERON:0002013', ()), ('UBERON:0006448', ()))","(('superior hypogastric nerve plexus', ()), ('eleventh thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('second lumbar spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('twelfth thoracic spinal cord segment', ()))
(('hypogastric nerve', ()), ('pelvic ganglion', ()))
(('superior hypogastric nerve plexus', ()), ('Thirteenth thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('tenth thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('hypogastric nerve', ()))
(('superior hypogastric nerve plexus', ()), ('first lumbar spinal cord segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/semves/7,partial,"('UBERON:0006463', ())","('fourth sacral spinal cord segment', ())","(('UBERON:0018675', ()), ('UBERON:0006462', ()))
(('UBERON:0018675', ()), ('UBERON:0006463', ()))
(('UBERON:0006461', ()), ('UBERON:0018675', ()))","(('pelvic splanchnic nerve', ()), ('third sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('fourth sacral spinal cord segment', ()))
(('second sacral spinal cord segment', ()), ('pelvic splanchnic nerve', ()))",,,"((None, ()), ('UBERON:0006461', ()))
(('UBERON:0018675', ()), ('UBERON:0016508', ()))
((None, ()), ('UBERON:0006462', ()))","((None, ()), ('second sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))
((None, ()), ('third sacral spinal cord segment', ()))"
ilxtr:neuron-type-splen-2,partial,,,"(('UBERON:0001759', ()), ('ILX:0793082', ()))
(('UBERON:0001759', ()), ('UBERON:0001243', ()))
(('UBERON:0001896', ()), ('UBERON:0001759', ()))","(('vagus nerve', ()), ('celiac ganglion- superior mesenteric ganglion complex', ()))
(('vagus nerve', ()), ('serosa of intestine', ()))
(('medulla oblongata', ()), ('vagus nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0002870', ()), ('UBERON:0001896', ()))
(('UBERON:0038727', ()), ('UBERON:0001243', ()))","(('dorsal motor nucleus of vagus nerve', ()), ('medulla oblongata', ()))
(('juxta-intestinal mesenteric lymph node', ()), ('serosa of intestine', ()))"
ilxtr:sparc-nlp/mmset1/3,partial,"('UBERON:0022301', ())
('UBERON:0011194', ())
('UBERON:0001607', ())","('long ciliary nerve', ())
('ophthalmic plexus', ())
('sphincter pupillae', ())","(('UBERON:0022301', ()), ('UBERON:0001607', ()))
(('UBERON:0011194', ()), ('UBERON:0022301', ()))
(('UBERON:0002024', ()), ('UBERON:0011194', ()))","(('long ciliary nerve', ()), ('sphincter pupillae', ()))
(('ophthalmic plexus', ()), ('long ciliary nerve', ()))
(('internal carotid nerve plexus', ()), ('ophthalmic plexus', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:sparc-nlp/prostate/13,partial,"('ILX:0793878', ())
('ILX:0793877', ())
('ILX:0793823', ())","('Intermediolateral nucleus of first sacral segment', ())
('Intermediolateral nucleus of sixth lumbar segment', ())
('major pelvic ganglion', ())","(('UBERON:0018675', ()), ('ILX:0793877', ()))
(('UBERON:0018675', ()), ('ILX:0793823', ()))
(('UBERON:0018675', ()), ('ILX:0793878', ()))","(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of sixth lumbar segment', ()))
(('pelvic splanchnic nerve', ()), ('major pelvic ganglion', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of first sacral segment', ()))",,,"(('UBERON:0018675', ()), ('UBERON:0016508', ()))","(('pelvic splanchnic nerve', ()), ('pelvic ganglion', ()))"
